# observation_id: f372e794-3750-11ee-9fa3-16cf55170a0d
# metadata: https://api.forecastarbiter.com/observations/f372e794-3750-11ee-9fa3-16cf55170a0d/metadata
timestamp,value,quality_flag
20230103T18:00:00+0000,0.263601,16386
20230103T19:00:00+0000,0.285154,16386
20230103T20:00:00+0000,0.292243,16386
20230103T21:00:00+0000,0.343303,16386
20230103T22:00:00+0000,0.380129,16386
20230103T23:00:00+0000,0.429576,16386
20230104T00:00:00+0000,0.47251,16386
20230104T01:00:00+0000,0.469859,16402
20230104T02:00:00+0000,0.457411,16402
20230104T03:00:00+0000,0.429576,16402
20230104T04:00:00+0000,0.408598,16402
20230104T05:00:00+0000,0.357653,16402
20230104T06:00:00+0000,0.307918,16402
20230104T07:00:00+0000,0.274262,16402
20230104T08:00:00+0000,0.260028,16402
20230104T09:00:00+0000,0.261641,16402
20230104T10:00:00+0000,0.265387,16402
20230104T11:00:00+0000,0.290111,16402
20230104T12:00:00+0000,0.317888,16402
20230104T13:00:00+0000,0.363359,16402
20230104T14:00:00+0000,0.350738,16386
20230104T15:00:00+0000,0.307457,16386
20230104T16:00:00+0000,0.274205,16386
20230104T17:00:00+0000,0.248617,16386
20230104T18:00:00+0000,0.24124,16386
20230104T19:00:00+0000,0.256109,16386
20230104T20:00:00+0000,0.254726,16386
20230104T21:00:00+0000,0.282561,16386
20230104T22:00:00+0000,0.334428,16386
20230104T23:00:00+0000,0.372176,16386
20230105T00:00:00+0000,0.42024,16386
20230105T01:00:00+0000,0.437068,16402
20230105T02:00:00+0000,0.446,16402
20230105T03:00:00+0000,0.422314,16402
20230105T04:00:00+0000,0.396266,16402
20230105T05:00:00+0000,0.360074,16402
20230105T06:00:00+0000,0.295989,16402
20230105T07:00:00+0000,0.281985,16402
20230105T08:00:00+0000,0.261757,16402
20230105T09:00:00+0000,0.264984,16402
20230105T10:00:00+0000,0.268384,16402
20230105T11:00:00+0000,0.304288,16402
20230105T12:00:00+0000,0.346646,16402
20230105T13:00:00+0000,0.383011,16402
20230105T14:00:00+0000,0.365318,16386
20230105T15:00:00+0000,0.316736,16386
20230105T16:00:00+0000,0.287114,16386
20230105T17:00:00+0000,0.247349,16386
20230105T18:00:00+0000,0.246888,16386
20230105T19:00:00+0000,0.244929,16386
20230105T20:00:00+0000,0.272015,16386
20230105T21:00:00+0000,0.293626,16386
20230105T22:00:00+0000,0.328089,16386
20230105T23:00:00+0000,0.372637,16386
20230106T00:00:00+0000,0.425369,16386
20230106T01:00:00+0000,0.431996,16402
20230106T02:00:00+0000,0.432803,16402
20230106T03:00:00+0000,0.41609,16402
20230106T04:00:00+0000,0.379956,16402
20230106T05:00:00+0000,0.349182,16402
20230106T06:00:00+0000,0.314085,16402
20230106T07:00:00+0000,0.267001,16402
20230106T08:00:00+0000,0.266367,16402
20230106T09:00:00+0000,0.254553,16402
20230106T10:00:00+0000,0.271381,16402
20230106T11:00:00+0000,0.292646,16402
20230106T12:00:00+0000,0.328319,16402
20230106T13:00:00+0000,0.363762,16402
20230106T14:00:00+0000,0.36941,16386
20230106T15:00:00+0000,0.339903,16386
20230106T16:00:00+0000,0.331259,16386
20230106T17:00:00+0000,0.339788,16386
20230106T18:00:00+0000,0.293453,16386
20230106T19:00:00+0000,0.284232,16386
20230106T20:00:00+0000,0.282734,16386
20230106T21:00:00+0000,0.311895,16386
20230106T22:00:00+0000,0.348836,16386
20230106T23:00:00+0000,0.394825,16386
20230107T00:00:00+0000,0.42825,16386
20230107T01:00:00+0000,0.422257,16402
20230107T02:00:00+0000,0.427271,16402
20230107T03:00:00+0000,0.418972,16402
20230107T04:00:00+0000,0.397764,16402
20230107T05:00:00+0000,0.373041,16402
20230107T06:00:00+0000,0.349527,16402
20230107T07:00:00+0000,0.316736,16402
20230107T08:00:00+0000,0.275242,16402
20230107T09:00:00+0000,0.265042,16402
20230107T10:00:00+0000,0.260143,16402
20230107T11:00:00+0000,0.256858,16402
20230107T12:00:00+0000,0.265042,16402
20230107T13:00:00+0000,0.276452,16402
20230107T14:00:00+0000,0.292819,16386
20230107T15:00:00+0000,0.317888,16386
20230107T16:00:00+0000,0.340479,16386
20230107T17:00:00+0000,0.361687,16386
20230107T18:00:00+0000,0.376556,16386
20230107T19:00:00+0000,0.343073,16386
20230107T20:00:00+0000,0.355982,16386
20230107T21:00:00+0000,0.377593,16386
20230107T22:00:00+0000,0.390503,16386
20230107T23:00:00+0000,0.402144,16386
20230108T00:00:00+0000,0.436088,16386
20230108T01:00:00+0000,0.444963,16402
20230108T02:00:00+0000,0.433437,16402
20230108T03:00:00+0000,0.424677,16402
20230108T04:00:00+0000,0.399032,16402
20230108T05:00:00+0000,0.370447,16402
20230108T06:00:00+0000,0.334544,16402
20230108T07:00:00+0000,0.296277,16402
20230108T08:00:00+0000,0.289477,16402
20230108T09:00:00+0000,0.274723,16402
20230108T10:00:00+0000,0.253343,16402
20230108T11:00:00+0000,0.252305,16402
20230108T12:00:00+0000,0.259336,16402
20230108T13:00:00+0000,0.266309,16402
20230108T14:00:00+0000,0.281754,16386
20230108T15:00:00+0000,0.281927,16386
20230108T16:00:00+0000,0.26775,16386
20230108T17:00:00+0000,0.259912,16386
20230108T18:00:00+0000,0.264638,16386
20230108T19:00:00+0000,0.268615,16386
20230108T20:00:00+0000,0.294894,16386
20230108T21:00:00+0000,0.319156,16386
20230108T22:00:00+0000,0.367854,16386
20230108T23:00:00+0000,0.406351,16386
20230109T00:00:00+0000,0.441966,16386
20230109T01:00:00+0000,0.465076,16402
20230109T02:00:00+0000,0.45695,16402
20230109T03:00:00+0000,0.438509,16402
20230109T04:00:00+0000,0.4071,16402
20230109T05:00:00+0000,0.357596,16402
20230109T06:00:00+0000,0.314258,16402
20230109T07:00:00+0000,0.285558,16402
20230109T08:00:00+0000,0.265675,16402
20230109T09:00:00+0000,0.257204,16402
20230109T10:00:00+0000,0.261123,16402
20230109T11:00:00+0000,0.307342,16402
20230109T12:00:00+0000,0.349412,16402
20230109T13:00:00+0000,0.381916,16402
20230109T14:00:00+0000,0.359901,16386
20230109T15:00:00+0000,0.338174,16386
20230109T16:00:00+0000,0.283368,16386
20230109T17:00:00+0000,0.26533,16386
20230109T18:00:00+0000,0.250288,16386
20230109T19:00:00+0000,0.254899,16386
20230109T20:00:00+0000,0.258126,16386
20230109T21:00:00+0000,0.293741,16386
20230109T22:00:00+0000,0.337656,16386
20230109T23:00:00+0000,0.389235,16386
20230110T00:00:00+0000,0.440929,16386
20230110T01:00:00+0000,0.448133,16402
20230110T02:00:00+0000,0.431017,16402
20230110T03:00:00+0000,0.419202,16402
20230110T04:00:00+0000,0.381455,16402
20230110T05:00:00+0000,0.328492,16402
20230110T06:00:00+0000,0.296104,16402
20230110T07:00:00+0000,0.265272,16402
20230110T08:00:00+0000,0.254956,16402
20230110T09:00:00+0000,0.245735,16402
20230110T10:00:00+0000,0.244179,16402
20230110T11:00:00+0000,0.275876,16402
20230110T12:00:00+0000,0.32175,16402
20230110T13:00:00+0000,0.355982,16402
20230110T14:00:00+0000,0.355233,16386
20230110T15:00:00+0000,0.306305,16386
20230110T16:00:00+0000,0.283426,16386
20230110T17:00:00+0000,0.257665,16386
20230110T18:00:00+0000,0.257204,16386
20230110T19:00:00+0000,0.272015,16386
20230110T20:00:00+0000,0.290572,16386
20230110T21:00:00+0000,0.329414,16386
20230110T22:00:00+0000,0.379265,16386
20230110T23:00:00+0000,0.426291,16386
20230111T00:00:00+0000,0.475277,16386
20230111T01:00:00+0000,0.47251,16402
20230111T02:00:00+0000,0.455855,16402
20230111T03:00:00+0000,0.448363,16402
20230111T04:00:00+0000,0.408253,16402
20230111T05:00:00+0000,0.355406,16402
20230111T06:00:00+0000,0.30302,16402
20230111T07:00:00+0000,0.275127,16402
20230111T08:00:00+0000,0.261468,16402
20230111T09:00:00+0000,0.248156,16402
20230111T10:00:00+0000,0.24902,16402
20230111T11:00:00+0000,0.281178,16402
20230111T12:00:00+0000,0.32175,16402
20230111T13:00:00+0000,0.361342,16402
20230111T14:00:00+0000,0.347453,16386
20230111T15:00:00+0000,0.326187,16386
20230111T16:00:00+0000,0.315987,16386
20230111T17:00:00+0000,0.30544,16386
20230111T18:00:00+0000,0.279795,16386
20230111T19:00:00+0000,0.289131,16386
20230111T20:00:00+0000,0.292819,16386
20230111T21:00:00+0000,0.323882,16386
20230111T22:00:00+0000,0.361457,16386
20230111T23:00:00+0000,0.425715,16386
20230112T00:00:00+0000,0.469686,16386
20230112T01:00:00+0000,0.476602,16402
20230112T02:00:00+0000,0.46352,16402
20230112T03:00:00+0000,0.438912,16402
20230112T04:00:00+0000,0.397591,16402
20230112T05:00:00+0000,0.353619,16402
20230112T06:00:00+0000,0.307112,16402
20230112T07:00:00+0000,0.280429,16402
20230112T08:00:00+0000,0.261584,16402
20230112T09:00:00+0000,0.254207,16402
20230112T10:00:00+0000,0.255705,16402
20230112T11:00:00+0000,0.28187,16402
20230112T12:00:00+0000,0.313624,16402
20230112T13:00:00+0000,0.351948,16402
20230112T14:00:00+0000,0.330625,16386
20230112T15:00:00+0000,0.297603,16386
20230112T16:00:00+0000,0.265099,16386
20230112T17:00:00+0000,0.218592,16386
20230112T18:00:00+0000,0.257319,16386
20230112T19:00:00+0000,0.291263,16386
20230112T20:00:00+0000,0.229311,16386
20230112T21:00:00+0000,0.308207,16386
20230112T22:00:00+0000,0.30861,16386
20230112T23:00:00+0000,0.349758,16386
20230113T00:00:00+0000,0.408426,16386
20230113T01:00:00+0000,0.41609,16402
20230113T02:00:00+0000,0.431939,16402
20230113T03:00:00+0000,0.425945,16402
20230113T04:00:00+0000,0.383875,16402
20230113T05:00:00+0000,0.346358,16402
20230113T06:00:00+0000,0.3142,16402
20230113T07:00:00+0000,0.292877,16402
20230113T08:00:00+0000,0.295816,16402
20230113T09:00:00+0000,0.29766,16402
20230113T10:00:00+0000,0.304979,16402
20230113T11:00:00+0000,0.332181,16402
20230113T12:00:00+0000,0.395689,16402
20230113T13:00:00+0000,0.439315,16402
20230113T14:00:00+0000,0.440526,16386
20230113T15:00:00+0000,0.365145,16386
20230113T16:00:00+0000,0.303711,16386
20230113T17:00:00+0000,0.272361,16386
20230113T18:00:00+0000,0.262102,16386
20230113T19:00:00+0000,0.24758,16386
20230113T20:00:00+0000,0.256224,16386
20230113T21:00:00+0000,0.275761,16386
20230113T22:00:00+0000,0.295528,16386
20230113T23:00:00+0000,0.335408,16386
20230114T00:00:00+0000,0.379092,16386
20230114T01:00:00+0000,0.39154,16402
20230114T02:00:00+0000,0.386123,16402
20230114T03:00:00+0000,0.401452,16402
20230114T04:00:00+0000,0.387679,16402
20230114T05:00:00+0000,0.359325,16402
20230114T06:00:00+0000,0.330913,16402
20230114T07:00:00+0000,0.320943,16402
20230114T08:00:00+0000,0.313105,16402
20230114T09:00:00+0000,0.315295,16402
20230114T10:00:00+0000,0.314027,16402
20230114T11:00:00+0000,0.336734,16402
20230114T12:00:00+0000,0.348375,16402
20230114T13:00:00+0000,0.380994,16402
20230114T14:00:00+0000,0.397822,16386
20230114T15:00:00+0000,0.369871,16386
20230114T16:00:00+0000,0.328723,16386
20230114T17:00:00+0000,0.299562,16386
20230114T18:00:00+0000,0.266194,16386
20230114T19:00:00+0000,0.239799,16386
20230114T20:00:00+0000,0.246657,16386
20230114T21:00:00+0000,0.248444,16386
20230114T22:00:00+0000,0.295009,16386
20230114T23:00:00+0000,0.329645,16386
20230115T00:00:00+0000,0.367854,16386
20230115T01:00:00+0000,0.387679,16402
20230115T02:00:00+0000,0.388831,16402
20230115T03:00:00+0000,0.390503,16402
20230115T04:00:00+0000,0.391886,16402
20230115T05:00:00+0000,0.359325,16402
20230115T06:00:00+0000,0.330394,16402
20230115T07:00:00+0000,0.311837,16402
20230115T08:00:00+0000,0.295297,16402
20230115T09:00:00+0000,0.313105,16402
20230115T10:00:00+0000,0.30763,16402
20230115T11:00:00+0000,0.298409,16402
20230115T12:00:00+0000,0.306708,16402
20230115T13:00:00+0000,0.317543,16402
20230115T14:00:00+0000,0.334371,16386
20230115T15:00:00+0000,0.309935,16386
20230115T16:00:00+0000,0.289477,16386
20230115T17:00:00+0000,0.259221,16386
20230115T18:00:00+0000,0.285731,16386
20230115T19:00:00+0000,0.25219,16386
20230115T20:00:00+0000,0.268326,16386
20230115T21:00:00+0000,0.321404,16386
20230115T22:00:00+0000,0.364684,16386
20230115T23:00:00+0000,0.377132,16386
20230116T00:00:00+0000,0.39056,16386
20230116T01:00:00+0000,0.421104,16402
20230116T02:00:00+0000,0.423813,16402
20230116T03:00:00+0000,0.414419,16402
20230116T04:00:00+0000,0.386468,16402
20230116T05:00:00+0000,0.356097,16402
20230116T06:00:00+0000,0.314258,16402
20230116T07:00:00+0000,0.287921,16402
20230116T08:00:00+0000,0.268442,16402
20230116T09:00:00+0000,0.25755,16402
20230116T10:00:00+0000,0.255071,16402
20230116T11:00:00+0000,0.260085,16402
20230116T12:00:00+0000,0.264235,16402
20230116T13:00:00+0000,0.285039,16402
20230116T14:00:00+0000,0.302155,16386
20230116T15:00:00+0000,0.319848,16386
20230116T16:00:00+0000,0.339039,16386
20230116T17:00:00+0000,0.363877,16386
20230116T18:00:00+0000,0.266425,16386
20230116T19:00:00+0000,0.299331,16386
20230116T20:00:00+0000,0.288843,16386
20230116T21:00:00+0000,0.36624,16386
20230116T22:00:00+0000,0.391194,16386
20230116T23:00:00+0000,0.422718,16386
20230117T00:00:00+0000,0.47666,16386
20230117T01:00:00+0000,0.486457,16402
20230117T02:00:00+0000,0.471934,16402
20230117T03:00:00+0000,0.445597,16402
20230117T04:00:00+0000,0.40053,16402
20230117T05:00:00+0000,0.353792,16402
20230117T06:00:00+0000,0.304403,16402
20230117T07:00:00+0000,0.273283,16402
20230117T08:00:00+0000,0.255878,16402
20230117T09:00:00+0000,0.250692,16402
20230117T10:00:00+0000,0.253343,16402
20230117T11:00:00+0000,0.285673,16402
20230117T12:00:00+0000,0.328435,16402
20230117T13:00:00+0000,0.370159,16402
20230117T14:00:00+0000,0.357596,16386
20230117T15:00:00+0000,0.309071,16386
20230117T16:00:00+0000,0.293857,16386
20230117T17:00:00+0000,0.310858,16386
20230117T18:00:00+0000,0.259394,16386
20230117T19:00:00+0000,0.273628,16386
20230117T20:00:00+0000,0.29985,16386
20230117T21:00:00+0000,0.33391,16386
20230117T22:00:00+0000,0.38497,16386
20230117T23:00:00+0000,0.443522,16386
20230118T00:00:00+0000,0.469514,16386
20230118T01:00:00+0000,0.482423,16402
20230118T02:00:00+0000,0.456893,16402
20230118T03:00:00+0000,0.439373,16402
20230118T04:00:00+0000,0.412863,16402
20230118T05:00:00+0000,0.37598,16402
20230118T06:00:00+0000,0.329299,16402
20230118T07:00:00+0000,0.288612,16402
20230118T08:00:00+0000,0.273167,16402
20230118T09:00:00+0000,0.269537,16402
20230118T10:00:00+0000,0.264465,16402
20230118T11:00:00+0000,0.305959,16402
20230118T12:00:00+0000,0.339615,16402
20230118T13:00:00+0000,0.382838,16402
20230118T14:00:00+0000,0.366067,16386
20230118T15:00:00+0000,0.332008,16386
20230118T16:00:00+0000,0.29766,16386
20230118T17:00:00+0000,0.285154,16386
20230118T18:00:00+0000,0.296738,16386
20230118T19:00:00+0000,0.290917,16386
20230118T20:00:00+0000,0.31397,16386
20230118T21:00:00+0000,0.343534,16386
20230118T22:00:00+0000,0.383817,16386
20230118T23:00:00+0000,0.420009,16386
20230119T00:00:00+0000,0.464039,16386
20230119T01:00:00+0000,0.46329,16402
20230119T02:00:00+0000,0.45672,16402
20230119T03:00:00+0000,0.430267,16402
20230119T04:00:00+0000,0.389062,16402
20230119T05:00:00+0000,0.34169,16402
20230119T06:00:00+0000,0.306939,16402
20230119T07:00:00+0000,0.281985,16402
20230119T08:00:00+0000,0.281581,16402
20230119T09:00:00+0000,0.273859,16402
20230119T10:00:00+0000,0.251844,16402
20230119T11:00:00+0000,0.281812,16402
20230119T12:00:00+0000,0.326648,16402
20230119T13:00:00+0000,0.371081,16402
20230119T14:00:00+0000,0.364338,16386
20230119T15:00:00+0000,0.316793,16386
20230119T16:00:00+0000,0.284636,16386
20230119T17:00:00+0000,0.249942,16386
20230119T18:00:00+0000,0.230579,16386
20230119T19:00:00+0000,0.225853,16386
20230119T20:00:00+0000,0.249078,16386
20230119T21:00:00+0000,0.272764,16386
20230119T22:00:00+0000,0.298064,16386
20230119T23:00:00+0000,0.343764,16386
20230120T00:00:00+0000,0.409751,16386
20230120T01:00:00+0000,0.426464,16402
20230120T02:00:00+0000,0.437125,16402
20230120T03:00:00+0000,0.394594,16402
20230120T04:00:00+0000,0.377939,16402
20230120T05:00:00+0000,0.334025,16402
20230120T06:00:00+0000,0.291033,16402
20230120T07:00:00+0000,0.274089,16402
20230120T08:00:00+0000,0.260143,16402
20230120T09:00:00+0000,0.258645,16402
20230120T10:00:00+0000,0.251844,16402
20230120T11:00:00+0000,0.286249,16402
20230120T12:00:00+0000,0.321692,16402
20230120T13:00:00+0000,0.360881,16402
20230120T14:00:00+0000,0.36722,16386
20230120T15:00:00+0000,0.353504,16386
20230120T16:00:00+0000,0.356558,16386
20230120T17:00:00+0000,0.341229,16386
20230120T18:00:00+0000,0.34169,16386
20230120T19:00:00+0000,0.315122,16386
20230120T20:00:00+0000,0.348605,16386
20230120T21:00:00+0000,0.352409,16386
20230120T22:00:00+0000,0.366989,16386
20230120T23:00:00+0000,0.365145,16386
20230121T00:00:00+0000,0.392001,16386
20230121T01:00:00+0000,0.399608,16402
20230121T02:00:00+0000,0.391252,16402
20230121T03:00:00+0000,0.380014,16402
20230121T04:00:00+0000,0.368372,16402
20230121T05:00:00+0000,0.356501,16402
20230121T06:00:00+0000,0.326994,16402
20230121T07:00:00+0000,0.300542,16402
20230121T08:00:00+0000,0.280198,16402
20230121T09:00:00+0000,0.267981,16402
20230121T10:00:00+0000,0.273628,16402
20230121T11:00:00+0000,0.26873,16402
20230121T12:00:00+0000,0.27553,16402
20230121T13:00:00+0000,0.29184,16402
20230121T14:00:00+0000,0.316448,16386
20230121T15:00:00+0000,0.336272,16386
20230121T16:00:00+0000,0.357307,16386
20230121T17:00:00+0000,0.361399,16386
20230121T18:00:00+0000,0.370505,16386
20230121T19:00:00+0000,0.2821,16386
20230121T20:00:00+0000,0.263197,16386
20230121T21:00:00+0000,0.26873,16386
20230121T22:00:00+0000,0.293453,16386
20230121T23:00:00+0000,0.352812,16386
20230122T00:00:00+0000,0.37258,16386
20230122T01:00:00+0000,0.399435,16402
20230122T02:00:00+0000,0.389926,16402
20230122T03:00:00+0000,0.385143,16402
20230122T04:00:00+0000,0.363704,16402
20230122T05:00:00+0000,0.345551,16402
20230122T06:00:00+0000,0.320655,16402
20230122T07:00:00+0000,0.307054,16402
20230122T08:00:00+0000,0.291263,16402
20230122T09:00:00+0000,0.28746,16402
20230122T10:00:00+0000,0.282792,16402
20230122T11:00:00+0000,0.298006,16402
20230122T12:00:00+0000,0.306996,16402
20230122T13:00:00+0000,0.326763,16402
20230122T14:00:00+0000,0.336849,16386
20230122T15:00:00+0000,0.324746,16386
20230122T16:00:00+0000,0.310512,16386
20230122T17:00:00+0000,0.288324,16386
20230122T18:00:00+0000,0.27115,16386
20230122T19:00:00+0000,0.273052,16386
20230122T20:00:00+0000,0.281236,16386
20230122T21:00:00+0000,0.302905,16386
20230122T22:00:00+0000,0.315929,16386
20230122T23:00:00+0000,0.365779,16386
20230123T00:00:00+0000,0.372291,16386
20230123T01:00:00+0000,0.436146,16402
20230123T02:00:00+0000,0.431305,16402
20230123T03:00:00+0000,0.441736,16402
20230123T04:00:00+0000,0.40151,16402
20230123T05:00:00+0000,0.371081,16402
20230123T06:00:00+0000,0.337079,16402
20230123T07:00:00+0000,0.324458,16402
20230123T08:00:00+0000,0.316217,16402
20230123T09:00:00+0000,0.323306,16402
20230123T10:00:00+0000,0.312125,16402
20230123T11:00:00+0000,0.346819,16402
20230123T12:00:00+0000,0.409405,16402
20230123T13:00:00+0000,0.45476,16402
20230123T14:00:00+0000,0.433379,16386
20230123T15:00:00+0000,0.362264,16386
20230123T16:00:00+0000,0.339442,16386
20230123T17:00:00+0000,0.334544,16386
20230123T18:00:00+0000,0.333103,16386
20230123T19:00:00+0000,0.248386,16386
20230123T20:00:00+0000,0.305267,16386
20230123T21:00:00+0000,0.320194,16386
20230123T22:00:00+0000,0.361687,16386
20230123T23:00:00+0000,0.379092,16386
20230124T00:00:00+0000,0.436319,16386
20230124T01:00:00+0000,0.441909,16402
20230124T02:00:00+0000,0.456028,16402
20230124T03:00:00+0000,0.44479,16402
20230124T04:00:00+0000,0.422199,16402
20230124T05:00:00+0000,0.37719,16402
20230124T06:00:00+0000,0.332988,16402
20230124T07:00:00+0000,0.301003,16402
20230124T08:00:00+0000,0.293741,16402
20230124T09:00:00+0000,0.285673,16402
20230124T10:00:00+0000,0.295009,16402
20230124T11:00:00+0000,0.322614,16402
20230124T12:00:00+0000,0.367796,16402
20230124T13:00:00+0000,0.399435,16402
20230124T14:00:00+0000,0.391425,16386
20230124T15:00:00+0000,0.384221,16386
20230124T16:00:00+0000,0.38278,16386
20230124T17:00:00+0000,0.386584,16386
20230124T18:00:00+0000,0.36382,16386
20230124T19:00:00+0000,0.283598,16386
20230124T20:00:00+0000,0.239396,16386
20230124T21:00:00+0000,0.319387,16386
20230124T22:00:00+0000,0.300369,16386
20230124T23:00:00+0000,0.328435,16386
20230125T00:00:00+0000,0.404795,16386
20230125T01:00:00+0000,0.441966,16402
20230125T02:00:00+0000,0.442831,16402
20230125T03:00:00+0000,0.44116,16402
20230125T04:00:00+0000,0.444099,16402
20230125T05:00:00+0000,0.404103,16402
20230125T06:00:00+0000,0.372176,16402
20230125T07:00:00+0000,0.341229,16402
20230125T08:00:00+0000,0.335581,16402
20230125T09:00:00+0000,0.333506,16402
20230125T10:00:00+0000,0.331432,16402
20230125T11:00:00+0000,0.377017,16402
20230125T12:00:00+0000,0.437932,16402
20230125T13:00:00+0000,0.481731,16402
20230125T14:00:00+0000,0.452801,16386
20230125T15:00:00+0000,0.396611,16386
20230125T16:00:00+0000,0.327513,16386
20230125T17:00:00+0000,0.280602,16386
20230125T18:00:00+0000,0.262909,16386
20230125T19:00:00+0000,0.239454,16386
20230125T20:00:00+0000,0.247349,16386
20230125T21:00:00+0000,0.250807,16386
20230125T22:00:00+0000,0.27991,16386
20230125T23:00:00+0000,0.329357,16386
20230126T00:00:00+0000,0.394018,16386
20230126T01:00:00+0000,0.426233,16402
20230126T02:00:00+0000,0.447038,16402
20230126T03:00:00+0000,0.449746,16402
20230126T04:00:00+0000,0.444502,16402
20230126T05:00:00+0000,0.399896,16402
20230126T06:00:00+0000,0.359209,16402
20230126T07:00:00+0000,0.343246,16402
20230126T08:00:00+0000,0.338635,16402
20230126T09:00:00+0000,0.348317,16402
20230126T10:00:00+0000,0.36065,16402
20230126T11:00:00+0000,0.399205,16402
20230126T12:00:00+0000,0.449631,16402
20230126T13:00:00+0000,0.496139,16402
20230126T14:00:00+0000,0.460235,16386
20230126T15:00:00+0000,0.393384,16386
20230126T16:00:00+0000,0.326591,16386
20230126T17:00:00+0000,0.29887,16386
20230126T18:00:00+0000,0.298121,16386
20230126T19:00:00+0000,0.245908,16386
20230126T20:00:00+0000,0.245447,16386
20230126T21:00:00+0000,0.254092,16386
20230126T22:00:00+0000,0.274896,16386
20230126T23:00:00+0000,0.322499,16386
20230127T00:00:00+0000,0.385489,16386
20230127T01:00:00+0000,0.434013,16402
20230127T02:00:00+0000,0.431535,16402
20230127T03:00:00+0000,0.437298,16402
20230127T04:00:00+0000,0.418396,16402
20230127T05:00:00+0000,0.395747,16402
20230127T06:00:00+0000,0.365145,16402
20230127T07:00:00+0000,0.354426,16402
20230127T08:00:00+0000,0.342554,16402
20230127T09:00:00+0000,0.3395,16402
20230127T10:00:00+0000,0.344629,16402
20230127T11:00:00+0000,0.379495,16402
20230127T12:00:00+0000,0.424101,16402
20230127T13:00:00+0000,0.461561,16402
20230127T14:00:00+0000,0.460984,16386
20230127T15:00:00+0000,0.411019,16386
20230127T16:00:00+0000,0.397418,16386
20230127T17:00:00+0000,0.38935,16386
20230127T18:00:00+0000,0.375519,16386
20230127T19:00:00+0000,0.36624,16386
20230127T20:00:00+0000,0.362264,16386
20230127T21:00:00+0000,0.359325,16386
20230127T22:00:00+0000,0.364108,16386
20230127T23:00:00+0000,0.395804,16386
20230128T00:00:00+0000,0.427789,16386
20230128T01:00:00+0000,0.42606,16402
20230128T02:00:00+0000,0.409463,16402
20230128T03:00:00+0000,0.406408,16402
20230128T04:00:00+0000,0.401683,16402
20230128T05:00:00+0000,0.377305,16402
20230128T06:00:00+0000,0.348836,16402
20230128T07:00:00+0000,0.330798,16402
20230128T08:00:00+0000,0.311319,16402
